개방서비스명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y)
동물병원,534-3475,서울특별시 서초구 반포동 20-45 반포자이프라자 133호,"서울특별시 서초구 잠원로 24 (반포동,반포자이프라자 133호)",,24시예스동물병원,200800.417,444989.8743
동물병원,393-6675,서울특별시 서대문구 영천동 299,서울특별시 서대문구 통일로 197 (영천동),3734,우리동물병원,196510.5597,452071.4345
동물병원,736-5834,서울특별시 서대문구 홍제동 90-67,서울특별시 서대문구 통일로 375 (홍제동),3730,빛가온동물병원,195452.2393,453470.4562
동물병원,02-575-0855,서울특별시 서초구 양재동 2-43 동리빌딩,"서울특별시 서초구 논현로 173, 동리빌딩 1층 (양재동)",6739,레스펫동물병원,203580.2973,442526.9614
동물병원,2644-8878,"서울특별시 양천구 목동 903 목동신시가지아파트3단지 상가동 105호, 204호","서울특별시 양천구 목동서로 100, 상가동 105, 204호 (목동, 목동신시가지아파트3단지)",7982,파리스동물병원,188700.8512,448020.091
동물병원,2694-8275,서울특별시 양천구 신정동 1320-2번지 신정프라자 203호,"서울특별시 양천구 신정이펜2로 22, 203호 (신정동, 신정프라자)",8049,구름동물병원,185125.9577,445643.8741
동물병원,02-2061-5277,서울특별시 양천구 신정동 1028-4번지,서울특별시 양천구 신월로 320 (신정동),8082,밀리언동물병원,187241.6411,446575.5016
동물병원,02-525-3102,"서울특별시 서초구 방배동 442-3 대광빌딩 1,2층","서울특별시 서초구 동작대로 36, 1,2층 (방배동, 대광빌딩)",6691,VIP동물의료센터 서초동작점,198351.955,441943.105
동물병원,02-588-7511,서울특별시 서초구 서초동 1624-1 영빌딩,"서울특별시 서초구 서초중앙로 72, 영빌딩 1층 105호,  층 2층 205호 (서초동)",6640,서초M동물의료센터,201247.7153,442893.4214
동물병원,02-2282-7503,서울특별시 성동구 행당동 346번지 한진노변상가 109호,"서울특별시 성동구 행당로 76, 한진노변상가 1,2층 108호109호203호 (행당동)",4717,이윤세동물병원,202511.1429,450401.3037
동물병원,02-2281-5200,서울특별시 성동구 행당동 226-3,서울특별시 성동구 왕십리로 282 (행당동),4751,한양동물메디컬센터,203200.7713,450821.2166
동물병원,02-393-7588,서울특별시 중구 만리동2가 273 서울역센트럴자이,"서울특별시 중구 만리재로 175, 지하1층 401-1호 (만리동2가, 서울역센트럴자이)",4500,백슬동물병원,196697.1169,450217.0951
동물병원,2645-1475,서울특별시 양천구 목동 613-8번지 혜인빌딩,"서울특별시 양천구 등촌로 218, 혜인빌딩 (목동)",7946,혜인종합 동물병원,187903.9895,449662.9091
동물병원,02-2643-8204,서울특별시 양천구 신정동 1052-3,서울특별시 양천구 중앙로 230 (신정동),8091,다온동물병원,187079.3751,446116.6293
동물병원,354-0087,서울특별시 은평구 신사동 35-20 동현빌딩,"서울특별시 은평구 증산로 413, 동현빌딩 1층 (신사동)",3452,야옹동물병원,192318.3838,454552.5072
동물병원,537-7412,서울특별시 서초구 반포동 18-3번지 래미안퍼스티지 중심상가 143호,"서울특별시 서초구 반포대로 287, 래미안퍼스티지 중심상가 1층 143호 (반포동)",6547,신세계 동물병원,200005.6264,444680.5217
동물병원,02-387-8275,서울특별시 은평구 진관동 82번지 은평뉴타운우물골아파트 두산위브 202동 B01호,"서울특별시 은평구 진관2로 67, 202동 B층 01호 (진관동, 은평뉴타운우물골아파트)",3306,서울햇빛동물병원,193270.9124,459138.862
동물병원,02-6052-8275,서울특별시 서초구 반포동 91-10,서울특별시 서초구 서래로 38 (반포동),6577,서래동물병원,199799.7908,444016.5384
동물병원,382-7511,서울특별시 은평구 진관동 5번지 은평뉴타운상림마을 629동 116호,"서울특별시 은평구 진관4로 87, 629동 116호 (진관동, 은평뉴타운상림마을)",3304,한빛동물병원,193651.2027,460623.3708
동물병원,02-523-0275,서울특별시 서초구 방배동 951-3 대진빌딩,"서울특별시 서초구 서초대로4길 4, 대진빌딩 1층 (방배동)",6675,심바동물병원,198622.4594,442586.3005
동물병원,25366469,서울특별시 서초구 잠원동 58-24 뉴타운,"서울특별시 서초구 신반포로 257, 뉴타운 지하1층 (잠원동)",6523,해뜨는 동물병원 해질녘책방,201104.269,445266.6786
동물병원,2208-0329,서울특별시 중랑구 상봉동 99-10,"서울특별시 중랑구 망우로 315, 2층 (상봉동)",2098,닥터 아이펫 동물병원,207655.2911,454993.6576
동물병원,3421-9075,서울특별시 중랑구 신내동 645번지 홈플러스 2층,"서울특별시 중랑구 신내로 201, 2층 (신내동, 홈플러스)",2024,도그플러스 동물병원,208208.7867,457054.7937
동물병원,02-433-3387,서울특별시 중랑구 신내동 405-5번지,"서울특별시 중랑구 봉화산로 232, B동 1층 (신내동)",2067,행복이 있는 동물병원,208614.4356,456169.8718
동물병원,02-494-7775,서울특별시 중랑구 면목동 17-31번지,"서울특별시 중랑구 용마산로 434 (면목동, 청파빌딩)",2189,보담동물병원,208533.1652,454186.6969
동물병원,222810049,서울특별시 성동구 금호동2가 1217번지 래미안하이리버 상가동 비201호,"서울특별시 성동구 금호로 105, 비201호 (금호동2가, 래미안하이리버 상가동)",4728,금호동물병원,202098.9794,449891.9722
동물병원,2643-7579,서울특별시 양천구 목동 603-2번지 대우마이빌 102호,"서울특별시 양천구 공항대로 552 (목동, 대우마이빌 102호)",7946,오라고동물병원,188169.1801,449701.8026
동물병원,6348-1982,서울특별시 양천구 목동 799-1번지 1층,"서울특별시 양천구 목동중앙서로 42, 1층 (목동)",7967,팜랜드동물병원,188306.4323,447851.7394
동물병원,2651-1855,서울특별시 양천구 목동 531-13 101호,"서울특별시 양천구 목동중앙본로 100, 101호 (목동)",7973,대현동물병원,188520.9024,449143.102
동물병원,6959-8448,서울특별시 양천구 신월동 130-5번지 1층,"서울특별시 양천구 남부순환로 421, 1층 (신월동)",7921,서서울호수동물병원,185117.7946,447574.3646
동물병원,02-2297-7570,서울특별시 성동구 금호동4가 800번지 금호동대우아파트 상가동 206호,"서울특별시 성동구 독서당로 270, 상가동 2층 206호 (금호동4가, 금호동 대우아파트)",4738,바른동물병원,201669.8036,449301.4515
동물병원,02-2291-8275,서울특별시 성동구 마장동 791-9번지,서울특별시 성동구 마장로 296 (마장동),4758,기린동물병원,203709.5901,451490.6665
동물병원,02-595-8875,서울특별시 서초구 방배동 758-2번지,"서울특별시 서초구 방배로 269, 109호 (방배동)",6553,한나동물병원,198845.6578,443825.9651
동물병원,02-574-7582,서울특별시 서초구 우면동 737 6단지상가 104호,서울특별시 서초구 태봉로2길 30 (우면동),6764,서초힐스동물병원,202273.874,439920.5571
동물병원,388-3008,서울특별시 은평구 신사동 20-24,서울특별시 은평구 은평로 29 (신사동),3423,늘푸른동물병원,192071.5914,455108.6579
동물병원,597-7522,서울특별시 서초구 방배동 984-1 머리재빌딩 105호,"서울특별시 서초구 방배로 76, 머리재빌딩 1층 105호 (방배동)",6704,프렌즈동물병원,199783.0572,442111.604
동물병원,02-3473-0911,서울특별시 서초구 방배동 915-10 우성빌딩,"서울특별시 서초구 효령로 95, 우성빌딩 1층 (방배동)",6687,반려동물 의료센터 다울,199452.9265,442064.3655
동물병원,02-586-7501,서울특별시 서초구 서초동 1343-1,서울특별시 서초구 효령로 384 (서초동),,메디펫 동물병원,202224.045,442819.765
동물병원,02-2135-9119,서울특별시 서초구 반포동 19-1 르본시티 2층,"서울특별시 서초구 신반포로 162 (반포동, 르본시티 2층)",6546,헬릭스동물메디컬센터,200115.1432,444741.4375
동물병원,354-4110,서울특별시 은평구 녹번동 117-112번지,서울특별시 은평구 통일로 697 (녹번동),3375,녹번동물병원,193903.3334,456197.9272
동물병원,2692-8255,서울특별시 양천구 신월동 546-25,서울특별시 양천구 신월로 149 (신월동),8032,파란종합 동물병원,185810.0659,446160.8663
동물병원,358-7566,서울특별시 은평구 대조동 179-16 북한산 포레스트,"서울특별시 은평구 서오릉로 80(대조동, 북한산 포레스트)",3395,새은평동물의료센터,193059.5369,456143.2369
동물병원,02-577-7475,서울특별시 서초구 양재동 257-2,서울특별시 서초구 마방로6길 18 (양재동),6777,사랑의동물병원,203660.1736,441406.0823
동물병원,02-577-3690,서울특별시 서초구 양재동 377-4,서울특별시 서초구 동산로 66 (양재동),,한 동물병원,203997.6234,441078.1766
동물병원,02-2299-3283,서울특별시 성동구 옥수동 263-1번지,서울특별시 성동구 독서당로 200 (옥수동),,함께하는동물병원,201090.4576,448973.4571
동물병원,02-3444-7509,서울특별시 서초구 반포동 722-29,서울특별시 서초구 강남대로 525-3 (반포동),6536,라파엘동물병원,201866.2719,445173.2758
동물병원,2606-1990,서울특별시 양천구 신월동 972-6,서울특별시 양천구 지양로 52 (신월동),8040,일오삼동물병원,185337.1914,446489.3607
동물병원,2655-2258,서울특별시 양천구 목동 515-1,서울특별시 양천구 공항대로 636 (목동),7968,행복한동물병원,188918.5354,449389.2086
동물병원,2644-0069,서울특별시 양천구 신정동 995-4번지,서울특별시 양천구 목동로 181 (신정동),8022,상아동물병원,187943.595,446944.9
동물병원,2648-8275,서울특별시 양천구 목동 907-10번지,서울특별시 양천구 목동서로 57 (목동),7983,목동 동물병원,189311.0225,448276.1425
동물병원,02-6215-3416,서울특별시 중랑구 면목동 146-75,"서울특별시 중랑구 동일로 640, 지하 2층 (면목동)",2140,로얄동물암치료센터,207017.8153,453914.6398
동물병원,02-2233-6675,서울특별시 중구 신당동 44-17,"서울특별시 중구 다산로36길 83, 1층 (신당동)",4584,신당 좋아요 동물병원,201618.835,450916.7052
동물병원,,서울특별시 성동구 행당동 344번지 111호,"서울특별시 성동구 독서당로59길 84, 신동아아파트상가동 1층 111호 (행당동)",4716,도담동물병원(출장진료전문 동물병원),202831.9057,450233.8783
동물병원,02-2281-8122,서울특별시 성동구 홍익동 398-2번지,서울특별시 성동구 무학로 16 (홍익동),4707,라임동물병원,202608.8811,451473.3101
동물병원,973-1953,서울특별시 중랑구 묵동 175-2 3층,"서울특별시 중랑구 동일로 920, 3층 (묵동)",2033,태능동물병원,206780.2076,456698.4895
동물병원,434-5465,서울특별시 중랑구 면목동 353-4번지,서울특별시 중랑구 면목로 269 (면목동),2240,보람동물병원,207505.3535,452751.1378
동물병원,435-0166,서울특별시 중랑구 면목동 102-51번지,서울특별시 중랑구 겸재로 187 (면목동),2161,엔젤동물병원,207735.4562,454057.8376
동물병원,974-0339,서울특별시 중랑구 묵동 239-76,"서울특별시 중랑구 동일로 899, 1층 (묵동)",2006,홍상희동물병원,206763.6535,456484.1665
동물병원,435-2275,서울특별시 중랑구 면목동 225-7,"서울특별시 중랑구 면목로 442-1, 1층 (면목동)",2160,하스펫탈동물병원,207610.4033,454365.7472
동물병원,2651-8575,서울특별시 양천구 목동 601-6,서울특별시 양천구 목동중앙북로 37 (목동),7947,미니주동물병원,188251.3097,449540.7811
동물병원,3422-0001,서울특별시 중랑구 중화동 11-36번지 삼일시티빌 1층,"서울특별시 중랑구 봉화산로 103, 1층 (중화동, 삼일시티빌)",2048,신내동물병원,207499.7213,455602.4903
동물병원,2207-0073,서울특별시 중랑구 중화동 305-44 유정빌딩,"서울특별시 중랑구 봉화산로 39-1, 유정빌딩 2층 (중화동)",2017,진정훈동물병원,206886.4766,455496.6194
동물병원,493-7582,서울특별시 중랑구 면목동 634-5,서울특별시 중랑구 면목로 311 (면목동),2238,성지동물병원,207683.609,453071.8275
동물병원,492-7582,서울특별시 중랑구 망우동 364-27 금란동물병원,"서울특별시 중랑구 용마산로 532, 금란동물병원 (망우동)",2176,금란동물병원,208814.1479,455130.344
동물병원,332-2883,서울특별시 서대문구 연희동 89-9번지,서울특별시 서대문구 연희로25길 101 (연희동),3699,연희동물병원,193930.4465,451877.1438
동물병원,535-7579,서울특별시 서초구 잠원동 49-8번지,"서울특별시 서초구 잠원로 221, 상가동 2층 (잠원동, 한강아파트)",6514,리즈동물병원,201267.8678,446565.0287
동물병원,02-3395-0075,서울특별시 성동구 행당동 346 한진노변상가 110호,"서울특별시 성동구 행당로 76, 110호 (행당동, 한진노변상가)",4717,평생피부과동물병원,202511.1429,450401.3037
동물병원,2062-1110,서울특별시 양천구 목동 773-3 106호,"서울특별시 양천구 목동중앙로 43 (목동,106호)",,리즈동물병원,188394.9766,447929.3481
동물병원,2643-7882,서울특별시 양천구 신정동 337-7,서울특별시 양천구 목동남로4길 6-11 (신정동),8104,참사랑동물병원,188002.8358,445120.1228
동물병원,384-7743,서울특별시 은평구 갈현동 462-25번지,서울특별시 은평구 연서로 185 (갈현동),3334,금쪽같은내새끼 동물병원,192675.4579,457005.6829
